"taskID","userID","provenance","title","imageTitle","objectNumber","negativeNumber","distribution","otherNotes","comments","imageURL","inputBy"
32862,226,"T.36.39","Glazed stud with daisy pattern in blue on one end","TA.OC.30-31.019","19","Neg. 0.17[;]0.77","Pasadena","full scale","","https://www.flickr.com/photos/25459876@N04/15877984344","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32862,727,"T.36.39","Glazed stud with daisy pattern in blue on one end.","TA.OC.30-31.019","19","0.17, 0.77","Pasadena","-","","https://www.flickr.com/photos/25459876@N04/15877984344","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32863,1,"T.36.39","Limestone mould for metal amulets. The mould at the bottom is for an amulet having in relief the vulture and snake; third from bottom a scarab?","TA.OC.30-31.020","20","0.8","Ashmolean","1/2 full size","","https://www.flickr.com/photos/25459876@N04/16314627827","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32863,226,"T.36.39","Limestone mould for metal amulets.  The mould bottom is for an amulet having in relief the vulture and snake; third from bottom a scarab?","TA.OC.30-31.020","20","Neg. 0.8","Ashmolean","1/2 scale ","","https://www.flickr.com/photos/25459876@N04/16314627827","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32863,727,"T.36.39","limestone mold for metal amulets.  The mold at the bottom is for an amulet having in relief the vulture and snake; third from the bottom the scarab?","TA.OC.30-31.020","20","0.8","Ashmolean","-","","https://www.flickr.com/photos/25459876@N04/16314627827","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32864,1,"T.36.40","Flint saw","TA.OC.30-31.021","21","","","Full scale","","https://www.flickr.com/photos/25459876@N04/16499533962","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32864,226,"T.36.40","Flint saw","TA.OC.30-31.021","21","","","","","https://www.flickr.com/photos/25459876@N04/16499533962","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32864,727,"T.36.40","Flint saw.","TA.OC.30-31.021","21","-","-","-","","https://www.flickr.com/photos/25459876@N04/16499533962","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
